sentence,sentiment,lem_words,lem_tag,word_tags
We were very disappointed.,0,be very disappointed,VB RB JJ,"['be/VB', 'very/RB', 'disappointed/JJ']"
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",0,only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN,"['only/JJ', 'thing/NN', 'really/RB', 'taste/NN', 'be/VB', 'very/RB', 'salty/JJ', 'soy/NN', 'sauce/NN', 'even/RB', 'low/JJ', 'sodium/NN', 'vinegar/NN', 'soak/VB', 'rice/NN', 'scallion/NN', 'top/NN', 'fish/NN']"
"Their calzones are horrific, bad, vomit-inducing, YUCK.",0,calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN,"['calzone/NN', 'be/VB', 'horrific/JJ', 'bad/JJ', 'vomit/VB', 'induce/VB', 'yuck/NN']"
Also they were $15 each!,0,also be,RB VB,"['also/RB', 'be/VB']"
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",0,somosas chai chole dhosas dhal be kinda dissapointing,NN NN NN NN NN VB RB NN,"['somosas/NN', 'chai/NN', 'chole/NN', 'dhosas/NN', 'dhal/NN', 'be/VB', 'kinda/RB', 'dissapointing/NN']"
I/we will never go back to this place again.,0,never go back place again,RB VB RB NN RB,"['never/RB', 'go/VB', 'back/RB', 'place/NN', 'again/RB']"
I ordered the smoked salmon and roe appetizer and it was off flavor.,0,order smoke salmon roe appetizer be off flavor,VB VB NN JJ NN VB JJ NN,"['order/VB', 'smoke/VB', 'salmon/NN', 'roe/JJ', 'appetizer/NN', 'be/VB', 'off/JJ', 'flavor/NN']"
first it took us a long time to find the place.,0,first take long time find place,JJ VB JJ NN VB NN,"['first/JJ', 'take/VB', 'long/JJ', 'time/NN', 'find/VB', 'place/NN']"
Not a great place for family or general dining.,0,not great place family general dining,RB JJ NN NN JJ NN,"['not/RB', 'great/JJ', 'place/NN', 'family/NN', 'general/JJ', 'dining/NN']"
They charge different prices all the time.,0,charge different price time,VB JJ NN NN,"['charge/VB', 'different/JJ', 'price/NN', 'time/NN']"
The counter service is bad.,0,counter service be bad,JJ NN VB JJ,"['counter/JJ', 'service/NN', 'be/VB', 'bad/JJ']"
"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",0,complaint appetizer selection stink be nice get mozzarella stick menu,NN NN NN VB VB JJ VB NN NN NN,"['complaint/NN', 'appetizer/NN', 'selection/NN', 'stink/VB', 'be/VB', 'nice/JJ', 'get/VB', 'mozzarella/NN', 'stick/NN', 'menu/NN']"
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",0,decor be night tho really need clean vent ceiling quite appetizing kill effort make place look sleek modern,NN VB NN NN RB VB VB NN NN RB JJ VB NN VB NN VB JJ JJ,"['decor/NN', 'be/VB', 'night/NN', 'tho/NN', 'really/RB', 'need/VB', 'clean/VB', 'vent/NN', 'ceiling/NN', 'quite/RB', 'appetizing/JJ', 'kill/VB', 'effort/NN', 'make/VB', 'place/NN', 'look/VB', 'sleek/JJ', 'modern/JJ']"
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",0,rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ,"['rest/NN', 'dim/JJ', 'sum/NN', 'pricey/JJ', 'chinatown/JJ', 'standard/NN', 'be/VB', 'worth/JJ']"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,0,atmosphere be noisy waiter be literally walk do thing fast,NN VB JJ NN VB RB VB VB NN RB,"['atmosphere/NN', 'be/VB', 'noisy/JJ', 'waiter/NN', 'be/VB', 'literally/RB', 'walk/VB', 'do/VB', 'thing/NN', 'fast/RB']"
"The food was not fresh, the sauces were bland and very oily.",0,food be not fresh sauce be bland very oily,NN VB RB JJ NN VB JJ RB JJ,"['food/NN', 'be/VB', 'not/RB', 'fresh/JJ', 'sauce/NN', 'be/VB', 'bland/JJ', 'very/RB', 'oily/JJ']"
I've waited over one hour for food.,0,ve wait hour food,NN VB NN NN,"['ve/NN', 'wait/VB', 'hour/NN', 'food/NN']"
"In fact, it appears he is going to go postal at any moment.",0,fact appear be go go postal moment,NN VB VB VB VB JJ NN,"['fact/NN', 'appear/VB', 'be/VB', 'go/VB', 'go/VB', 'postal/JJ', 'moment/NN']"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",0,yes use fancy ingredient even fancy ingredient don make good pizza someone know get crust right,RB VB JJ NN RB JJ NN VB VB JJ NN NN VB VB NN RB,"['yes/RB', 'use/VB', 'fancy/JJ', 'ingredient/NN', 'even/RB', 'fancy/JJ', 'ingredient/NN', 'don/VB', 'make/VB', 'good/JJ', 'pizza/NN', 'someone/NN', 'know/VB', 'get/VB', 'crust/NN', 'right/RB']"
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",0,table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,"['table/NN', 'be/VB', 'closely/RB', 'situate/VB', 'candle/NN', 'light/JJ', 'food/NN', 'quality/NN', 'service/NN', 'overcompensate/NN']"
The food now is inconsistent.,0,food now be inconsistent,NN RB VB JJ,"['food/NN', 'now/RB', 'be/VB', 'inconsistent/JJ']"
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",0,don dine tamarind vegetarian dish be simply not par veg selection,VB VB NN JJ NN VB RB RB VB JJ NN,"['don/VB', 'dine/VB', 'tamarind/NN', 'vegetarian/JJ', 'dish/NN', 'be/VB', 'simply/RB', 'not/RB', 'par/VB', 'veg/JJ', 'selection/NN']"
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,0,be not really bad pound pastrami didn have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB VB JJ NN NN VB RB JJ RB,"['be/VB', 'not/RB', 'really/RB', 'bad/JJ', 'pound/NN', 'pastrami/NN', 'didn/VB', 'have/VB', 'much/JJ', 'taste/NN', 've/NN', 'have/VB', 'better/RB', 'less/JJ', 'elsewhere/RB']"
The service was the only thing good about this restaurant.,0,service be only thing good restaurant,NN VB JJ NN JJ NN,"['service/NN', 'be/VB', 'only/JJ', 'thing/NN', 'good/JJ', 'restaurant/NN']"
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",0,editor idea romance be share conversation next table try speak louder traffic,NN NN NN VB VB NN JJ NN VB VB RB NN,"['editor/NN', 'idea/NN', 'romance/NN', 'be/VB', 'share/VB', 'conversation/NN', 'next/JJ', 'table/NN', 'try/VB', 'speak/VB', 'louder/RB', 'traffic/NN']"
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",0,food be decent best ambience well matter opinion consider be sweet thing think be just annoying,NN VB JJ JJ NN RB NN NN VB VB JJ NN VB VB RB JJ,"['food/NN', 'be/VB', 'decent/JJ', 'best/JJ', 'ambience/NN', 'well/RB', 'matter/NN', 'opinion/NN', 'consider/VB', 'be/VB', 'sweet/JJ', 'thing/NN', 'think/VB', 'be/VB', 'just/RB', 'annoying/JJ']"
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,0,be seat outside waiter spil red wine hot tea date,VB VB JJ NN VB JJ NN JJ NN NN,"['be/VB', 'seat/VB', 'outside/JJ', 'waiter/NN', 'spil/VB', 'red/JJ', 'wine/NN', 'hot/JJ', 'tea/NN', 'date/NN']"
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,0,be not really bad pound pastrami didn have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB VB JJ NN NN VB RB JJ RB,"['be/VB', 'not/RB', 'really/RB', 'bad/JJ', 'pound/NN', 'pastrami/NN', 'didn/VB', 'have/VB', 'much/JJ', 'taste/NN', 've/NN', 'have/VB', 'better/RB', 'less/JJ', 'elsewhere/RB']"
"Average to good Thai food, but terrible delivery.",0,average good thai food terrible delivery,JJ JJ NN NN JJ NN,"['average/JJ', 'good/JJ', 'thai/NN', 'food/NN', 'terrible/JJ', 'delivery/NN']"
Service was also horrible and the ambience is not that great.,0,service be also horrible ambience be not great,NN VB RB JJ NN VB RB JJ,"['service/NN', 'be/VB', 'also/RB', 'horrible/JJ', 'ambience/NN', 'be/VB', 'not/RB', 'great/JJ']"
"I have tried to make reservations, but both times, the hostess didn't have my name.",0,have try make reservation time hostess didn have name,VB VB VB NN NN NN VB VB NN,"['have/VB', 'try/VB', 'make/VB', 'reservation/NN', 'time/NN', 'hostess/NN', 'didn/VB', 'have/VB', 'name/NN']"
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",0,be completely fair only redeeming factor be food be above average couldn make other deficiency teodora,VB RB JJ RB JJ NN VB NN VB JJ NN JJ VB JJ NN NN,"['be/VB', 'completely/RB', 'fair/JJ', 'only/RB', 'redeeming/JJ', 'factor/NN', 'be/VB', 'food/NN', 'be/VB', 'above/JJ', 'average/NN', 'couldn/JJ', 'make/VB', 'other/JJ', 'deficiency/NN', 'teodora/NN']"
"Moules were excellent, lobster ravioli was VERY salty!",0,moule be excellent lobster ravioli be very salty,NN VB JJ NN NN VB RB JJ,"['moule/NN', 'be/VB', 'excellent/JJ', 'lobster/NN', 'ravioli/NN', 'be/VB', 'very/RB', 'salty/JJ']"
first it took us a long time to find the place.,0,first take long time find place,JJ VB JJ NN VB NN,"['first/JJ', 'take/VB', 'long/JJ', 'time/NN', 'find/VB', 'place/NN']"
The fish was not fresh and the rice tasted old and stale.,0,fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ,"['fish/NN', 'be/VB', 'not/RB', 'fresh/JJ', 'rice/NN', 'taste/VB', 'old/JJ', 'stale/JJ']"
Ravioli was good...but I have to say that I found everything a bit overpriced.,0,ravioli be good have say find everything bit overpriced,NN VB JJ VB VB VB NN NN JJ,"['ravioli/NN', 'be/VB', 'good/JJ', 'have/VB', 'say/VB', 'find/VB', 'everything/NN', 'bit/NN', 'overpriced/JJ']"
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,0,do not try re just go there hang out rest hipster apparently have sense taste,VB RB VB NN RB VB RB VB RB NN NN RB VB NN NN,"['do/VB', 'not/RB', 'try/VB', 're/NN', 'just/RB', 'go/VB', 'there/RB', 'hang/VB', 'out/RB', 'rest/NN', 'hipster/NN', 'apparently/RB', 'have/VB', 'sense/NN', 'taste/NN']"
A real dissapointment.,0,real dissapointment,JJ NN,"['real/JJ', 'dissapointment/NN']"
"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",0,food be very average thai fusion stuff be bit too sweet thing serve be too sweet here,NN VB RB VB NN NN NN VB NN RB JJ NN VB VB RB JJ RB,"['food/NN', 'be/VB', 'very/RB', 'average/VB', 'thai/NN', 'fusion/NN', 'stuff/NN', 'be/VB', 'bit/NN', 'too/RB', 'sweet/JJ', 'thing/NN', 'serve/VB', 'be/VB', 'too/RB', 'sweet/JJ', 'here/RB']"
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,0,be plan get dessert waitress basically bill have chance order,VB VB VB NN NN RB NN VB NN NN,"['be/VB', 'plan/VB', 'get/VB', 'dessert/NN', 'waitress/NN', 'basically/RB', 'bill/NN', 'have/VB', 'chance/NN', 'order/NN']"
"they were dry and disgusting, i didn't even finish my first piece.",0,be dry disgusting didn even finish first piece,VB JJ JJ VB RB VB JJ NN,"['be/VB', 'dry/JJ', 'disgusting/JJ', 'didn/VB', 'even/RB', 'finish/VB', 'first/JJ', 'piece/NN']"
Never again!,0,never again,RB RB,"['never/RB', 'again/RB']"
Problem is nothing at Prune is particularly memorable.,0,problem be nothing prune be particularly memorable,NN VB NN NN VB RB JJ,"['problem/NN', 'be/VB', 'nothing/NN', 'prune/NN', 'be/VB', 'particularly/RB', 'memorable/JJ']"
"Skip this restaurant, it's a big disappointment.",0,skip restaurant big disappointment,NN NN JJ NN,"['skip/NN', 'restaurant/NN', 'big/JJ', 'disappointment/NN']"
I was very disappointed with this restaurant.,0,be very disappoint restaurant,VB RB VB NN,"['be/VB', 'very/RB', 'disappoint/VB', 'restaurant/NN']"
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,0,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB,"['restaurant/NN', 'be/VB', 'vegetarian/JJ', 'be/VB', 'meat/NN', 'dish/NN', 'whatsoever/RB']"
"The kitchen however, is almost always slow.",0,kitchen however be almost always slow,NN RB VB RB RB VB,"['kitchen/NN', 'however/RB', 'be/VB', 'almost/RB', 'always/RB', 'slow/VB']"
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0,big complaint toast available,JJ NN VB JJ,"['big/JJ', 'complaint/NN', 'toast/VB', 'available/JJ']"
Someone else recommended the dessert - we also left that.,0,someone else recommend dessert also left,NN RB VB NN RB VB,"['someone/NN', 'else/RB', 'recommend/VB', 'dessert/NN', 'also/RB', 'left/VB']"
Was surprisingly disappointed.,0,be surprisingly disappoint,VB RB VB,"['be/VB', 'surprisingly/RB', 'disappoint/VB']"
I ate here a week ago and found most dishes average at best and too expensive.,0,eat here week ago find most dish average best too expensive,VB RB NN RB VB RB NN VB JJ RB JJ,"['eat/VB', 'here/RB', 'week/NN', 'ago/RB', 'find/VB', 'most/RB', 'dish/NN', 'average/VB', 'best/JJ', 'too/RB', 'expensive/JJ']"
Service was also horrible and the ambience is not that great.,0,service be also horrible ambience be not great,NN VB RB JJ NN VB RB JJ,"['service/NN', 'be/VB', 'also/RB', 'horrible/JJ', 'ambience/NN', 'be/VB', 'not/RB', 'great/JJ']"
The seats are uncomfortable if you are sitting against the wall on wooden benches.,0,seat be uncomfortable be sit wall wooden bench,NN VB JJ VB VB NN JJ NN,"['seat/NN', 'be/VB', 'uncomfortable/JJ', 'be/VB', 'sit/VB', 'wall/NN', 'wooden/JJ', 'bench/NN']"
"Cute place, nice wait staff but would never go there again.",0,cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB,"['cute/JJ', 'place/NN', 'nice/JJ', 'wait/NN', 'staff/NN', 'never/RB', 'go/VB', 'there/RB', 'again/RB']"
"The first time the sushi was outstanding, the second time it was a little bland.",0,first time sushi be outstanding second time be little bland,JJ NN NN VB JJ JJ NN VB JJ JJ,"['first/JJ', 'time/NN', 'sushi/NN', 'be/VB', 'outstanding/JJ', 'second/JJ', 'time/NN', 'be/VB', 'little/JJ', 'bland/JJ']"
Haru on Park S is simply disgusting.,0,haru park be simply disgusting,NN NN VB RB JJ,"['haru/NN', 'park/NN', 'be/VB', 'simply/RB', 'disgusting/JJ']"
Sauce was watery and the food didn't have much flavor.,0,sauce be watery food didn have much flavor,NN VB JJ NN VB VB JJ NN,"['sauce/NN', 'be/VB', 'watery/JJ', 'food/NN', 'didn/VB', 'have/VB', 'much/JJ', 'flavor/NN']"
The sushi was awful!,0,sushi be awful,NN VB JJ,"['sushi/NN', 'be/VB', 'awful/JJ']"
The menu is very limited - i think we counted 4 or 5 entrees.,0,menu be very limit think count entree,NN VB RB VB VB VB VB,"['menu/NN', 'be/VB', 'very/RB', 'limit/VB', 'think/VB', 'count/VB', 'entree/VB']"
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,0,restaurant be bit noisy be something be overlook once sit down enjoy great meal,NN VB NN JJ VB NN VB VB RB VB RB VB JJ NN,"['restaurant/NN', 'be/VB', 'bit/NN', 'noisy/JJ', 'be/VB', 'something/NN', 'be/VB', 'overlook/VB', 'once/RB', 'sit/VB', 'down/RB', 'enjoy/VB', 'great/JJ', 'meal/NN']"
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",0,editor idea romance be share conversation next table try speak louder traffic,NN NN NN VB VB NN JJ NN VB VB RB NN,"['editor/NN', 'idea/NN', 'romance/NN', 'be/VB', 'share/VB', 'conversation/NN', 'next/JJ', 'table/NN', 'try/VB', 'speak/VB', 'louder/RB', 'traffic/NN']"
"Cute place, nice wait staff but would never go there again.",0,cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB,"['cute/JJ', 'place/NN', 'nice/JJ', 'wait/NN', 'staff/NN', 'never/RB', 'go/VB', 'there/RB', 'again/RB']"
The place is small and cramped but the food is fantastic.,0,place be small cramped food be fantastic,NN VB JJ JJ NN VB JJ,"['place/NN', 'be/VB', 'small/JJ', 'cramped/JJ', 'food/NN', 'be/VB', 'fantastic/JJ']"
"The food arrived 20 minutes after I called, cold and soggy.",0,food arrived minute call cold soggy,NN JJ NN VB JJ JJ,"['food/NN', 'arrived/JJ', 'minute/NN', 'call/VB', 'cold/JJ', 'soggy/JJ']"
"My husbands was perfect, my was well done and dry.",0,husband be perfect be well do dry,NN VB JJ VB RB VB JJ,"['husband/NN', 'be/VB', 'perfect/JJ', 'be/VB', 'well/RB', 'do/VB', 'dry/JJ']"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,0,say be fine tasty heaviness stomach somete not undermine,VB VB JJ JJ NN NN VB RB NN,"['say/VB', 'be/VB', 'fine/JJ', 'tasty/JJ', 'heaviness/NN', 'stomach/NN', 'somete/VB', 'not/RB', 'undermine/NN']"
The rice was poor quality and was cooked so badly it was hard.,0,rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ,"['rice/NN', 'be/VB', 'poor/JJ', 'quality/NN', 'be/VB', 'cook/VB', 'so/RB', 'badly/RB', 'be/VB', 'hard/JJ']"
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,0,be not really bad pound pastrami didn have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB VB JJ NN NN VB RB JJ RB,"['be/VB', 'not/RB', 'really/RB', 'bad/JJ', 'pound/NN', 'pastrami/NN', 'didn/VB', 'have/VB', 'much/JJ', 'taste/NN', 've/NN', 'have/VB', 'better/RB', 'less/JJ', 'elsewhere/RB']"
We were less than impressed.,0,be less impressed,VB JJ JJ,"['be/VB', 'less/JJ', 'impressed/JJ']"
This place is not worth the prices.,0,place be not price,NN VB RB NN,"['place/NN', 'be/VB', 'not/RB', 'price/NN']"
The food now is inconsistent.,0,food now be inconsistent,NN RB VB JJ,"['food/NN', 'now/RB', 'be/VB', 'inconsistent/JJ']"
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",0,be arrive noon place be empty staff act be impose be very rude,VB VB NN NN VB JJ NN VB VB VB VB RB JJ,"['be/VB', 'arrive/VB', 'noon/NN', 'place/NN', 'be/VB', 'empty/JJ', 'staff/NN', 'act/VB', 'be/VB', 'impose/VB', 'be/VB', 'very/RB', 'rude/JJ']"
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",0,food be just average lower price just bit be bigger draw,NN VB RB JJ VB NN RB NN VB JJ VB,"['food/NN', 'be/VB', 'just/RB', 'average/JJ', 'lower/VB', 'price/NN', 'just/RB', 'bit/NN', 'be/VB', 'bigger/JJ', 'draw/VB']"
"The kitchen however, is almost always slow.",0,kitchen however be almost always slow,NN RB VB RB RB VB,"['kitchen/NN', 'however/RB', 'be/VB', 'almost/RB', 'always/RB', 'slow/VB']"
Too bad the food wasn't of the same heritage.,0,too bad food same heritage,RB JJ NN JJ NN,"['too/RB', 'bad/JJ', 'food/NN', 'same/JJ', 'heritage/NN']"
The place is small and cramped but the food is fantastic.,0,place be small cramped food be fantastic,NN VB JJ JJ NN VB JJ,"['place/NN', 'be/VB', 'small/JJ', 'cramped/JJ', 'food/NN', 'be/VB', 'fantastic/JJ']"
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",0,be understandable place be indeed different be not need be uncourteous customer downright rude,VB JJ NN VB RB JJ VB RB NN VB JJ NN RB JJ,"['be/VB', 'understandable/JJ', 'place/NN', 'be/VB', 'indeed/RB', 'different/JJ', 'be/VB', 'not/RB', 'need/NN', 'be/VB', 'uncourteous/JJ', 'customer/NN', 'downright/RB', 'rude/JJ']"
So rushing us out was absolutely unnecessary!,0,so rush be absolutely unnecessary,RB VB VB RB JJ,"['so/RB', 'rush/VB', 'be/VB', 'absolutely/RB', 'unnecessary/JJ']"
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,0,food get pricey prixe fixe taste menu be greatest food good price cater food food allergy food don,NN VB JJ NN NN VB NN VB JJ NN JJ NN VB NN NN NN NN VB,"['food/NN', 'get/VB', 'pricey/JJ', 'prixe/NN', 'fixe/NN', 'taste/VB', 'menu/NN', 'be/VB', 'greatest/JJ', 'food/NN', 'good/JJ', 'price/NN', 'cater/VB', 'food/NN', 'food/NN', 'allergy/NN', 'food/NN', 'don/VB']"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,0,say be fine tasty heaviness stomach somete not undermine,VB VB JJ JJ NN NN VB RB NN,"['say/VB', 'be/VB', 'fine/JJ', 'tasty/JJ', 'heaviness/NN', 'stomach/NN', 'somete/VB', 'not/RB', 'undermine/NN']"
Not a great place for family or general dining.,0,not great place family general dining,RB JJ NN NN JJ NN,"['not/RB', 'great/JJ', 'place/NN', 'family/NN', 'general/JJ', 'dining/NN']"
"Terrible, terrible management - deserves to be shut-down.",0,terrible terrible management deserve be shut,JJ JJ NN VB VB VB,"['terrible/JJ', 'terrible/JJ', 'management/NN', 'deserve/VB', 'be/VB', 'shut/VB']"
The sushi was awful!,0,sushi be awful,NN VB JJ,"['sushi/NN', 'be/VB', 'awful/JJ']"
Too bad the food wasn't of the same heritage.,0,too bad food same heritage,RB JJ NN JJ NN,"['too/RB', 'bad/JJ', 'food/NN', 'same/JJ', 'heritage/NN']"
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",0,limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN,"['limited/JJ', 'menu/NN', 'no/RB', 'so/RB', 'fresh/JJ', 'ingredient/NN', 'thinly/RB', 'slice/VB', 'fish/NN', 'fall/VB', 'apart/RB', 'rice/NN']"
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",0,ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB,"['ask/VB', 'about/RB', 'certain/JJ', 'dish/NN', 'be/VB', 'prepare/VB', 'comparison/NN', 'similar/JJ', 'other/JJ', 'thai/NN', 'restaurant/NN', 'reply/VB', 'be/VB', 'not/RB', 'mcdonald/VB', 'place/NN', 'make/VB', 'thing/NN', 'differently/RB']"
Service is not what you are coming here for...,0,service be not be come here,NN VB RB VB VB RB,"['service/NN', 'be/VB', 'not/RB', 'be/VB', 'come/VB', 'here/RB']"
"Do not get the Go Go Hamburgers, no matter what the reviews say.",0,do not get go go hamburger matter review say,VB RB VB NN VB NN NN NN VB,"['do/VB', 'not/RB', 'get/VB', 'go/NN', 'go/VB', 'hamburger/NN', 'matter/NN', 'review/NN', 'say/VB']"
I'm still mad that i had to pay for lousy food.,0,still mad have pay lousy food,RB JJ VB VB JJ NN,"['still/RB', 'mad/JJ', 'have/VB', 'pay/VB', 'lousy/JJ', 'food/NN']"
"Also, because it is so thin, it gets cold very quickly and its not that filling.",0,also be thin get cold very quickly not fill,RB VB JJ VB JJ RB RB RB VB,"['also/RB', 'be/VB', 'thin/JJ', 'get/VB', 'cold/JJ', 'very/RB', 'quickly/RB', 'not/RB', 'fill/VB']"
The only problem is that the manager is a complete incompetent.,0,only problem be manager be complete incompetent,JJ NN VB NN VB JJ JJ,"['only/JJ', 'problem/NN', 'be/VB', 'manager/NN', 'be/VB', 'complete/JJ', 'incompetent/JJ']"
Spreads and toppings are great - though a bit pricey.,0,spread topping be great bit pricey,NN NN VB JJ NN JJ,"['spread/NN', 'topping/NN', 'be/VB', 'great/JJ', 'bit/NN', 'pricey/JJ']"
The service was the only thing good about this restaurant.,0,service be only thing good restaurant,NN VB JJ NN JJ NN,"['service/NN', 'be/VB', 'only/JJ', 'thing/NN', 'good/JJ', 'restaurant/NN']"
skip dessert.,0,skip dessert,NN NN,"['skip/NN', 'dessert/NN']"
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",0,be completely fair only redeeming factor be food be above average couldn make other deficiency teodora,VB RB JJ RB JJ NN VB NN VB JJ NN JJ VB JJ NN NN,"['be/VB', 'completely/RB', 'fair/JJ', 'only/RB', 'redeeming/JJ', 'factor/NN', 'be/VB', 'food/NN', 'be/VB', 'above/JJ', 'average/NN', 'couldn/JJ', 'make/VB', 'other/JJ', 'deficiency/NN', 'teodora/NN']"
The fish was not fresh and the rice tasted old and stale.,0,fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ,"['fish/NN', 'be/VB', 'not/RB', 'fresh/JJ', 'rice/NN', 'taste/VB', 'old/JJ', 'stale/JJ']"
They charge different prices all the time.,0,charge different price time,VB JJ NN NN,"['charge/VB', 'different/JJ', 'price/NN', 'time/NN']"
it is not consistent.,0,be not consistent,VB RB JJ,"['be/VB', 'not/RB', 'consistent/JJ']"
The service was the only thing good about this restaurant.,0,service be only thing good restaurant,NN VB JJ NN JJ NN,"['service/NN', 'be/VB', 'only/JJ', 'thing/NN', 'good/JJ', 'restaurant/NN']"
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",0,bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN,"['bore/VB', 'inside/NN', 'sushi/NN', 'be/VB', 'pretty/RB', 'average/VB', 'tuna/NN', 'be/VB', 'soggy/JJ', 'other/JJ', 'roll/NN', 'have/VB', 'flavor/NN']"
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",0,slightly limited menu everything prepare be do perfection ultra fresh work food art,RB JJ NN NN VB VB VB NN JJ JJ NN NN NN,"['slightly/RB', 'limited/JJ', 'menu/NN', 'everything/NN', 'prepare/VB', 'be/VB', 'do/VB', 'perfection/NN', 'ultra/JJ', 'fresh/JJ', 'work/NN', 'food/NN', 'art/NN']"
"Well, this place is so Ghetto its not even funny.",0,well place be ghetto not even funny,RB NN VB NN RB RB JJ,"['well/RB', 'place/NN', 'be/VB', 'ghetto/NN', 'not/RB', 'even/RB', 'funny/JJ']"
"For the people who want great food plus great service, Roxy is a place to AVOID!",0,person want great food great service roxy be place avoid,NN VB JJ NN JJ NN NN VB NN VB,"['person/NN', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'service/NN', 'roxy/NN', 'be/VB', 'place/NN', 'avoid/VB']"
The rice was poor quality and was cooked so badly it was hard.,0,rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ,"['rice/NN', 'be/VB', 'poor/JJ', 'quality/NN', 'be/VB', 'cook/VB', 'so/RB', 'badly/RB', 'be/VB', 'hard/JJ']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",0,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
The pizza is overpriced and soggy.,0,pizza be overpriced soggy,NN VB JJ JJ,"['pizza/NN', 'be/VB', 'overpriced/JJ', 'soggy/JJ']"
